stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
19261,1,1,3,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,209510,3,20951024,2,647,700,657,683,,
19262,1,2,7,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,244801,2,24480112,1,539,535,559,1,16,244801,2,24480116,1,583,562,579,566,,
19263,1,1,7,28,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,234628,3,23462814,2,669,639,717,3,25,234628,3,23462819,2,680,651,660,672,,
19264,1,1,9,30,1980,3,23,205488,2,20548801,2,427,459,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19265,1,1,10,14,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244745,2,24474508,1,564,512,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19266,1,2,8,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,244801,2,24480109,1,562,546,570,1,17,244801,2,24480113,1,NA,NA,NA,NA,,
19267,2,1,6,26,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,193423,3,19342308,1,426,505,543,2,20,193423,3,19342311,1,500,518,564,2,24,193423,3,19342316,1,NA,NA,NA,NA,,
19268,1,1,10,17,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,231616,3,23161607,1,614,648,610,2,21,231616,3,23161611,1,595,610,622,608,,
19269,2,1,12,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,193423,3,19342316,1,606,580,627,606,,
19270,1,1,9,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,264945,2,26494516,2,588,557,617,3,28,264945,2,26494522,2,616,574,620,619,,
19271,1,1,6,29,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,169229,2,16922916,2,590,532,606,2,23,169229,2,16922929,2,650,599,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19272,1,1,5,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,216537,3,21653701,2,482,542,580,3,25,216537,3,21653711,2,562,593,606,3,27,216537,3,21653717,2,569,620,598,627,,
19273,1,2,7,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244801,2,24480107,2,480,470,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19274,2,2,6,9,1980,3,25,244806,1,24480602,1,440,576,549,3,23,244806,1,24480608,1,516,549,546,2,26,244806,1,24480618,1,547,563,570,3,21,244806,1,24480624,1,570,550,579,543,,
19275,1,2,4,23,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244755,1,24475515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19276,1,1,10,16,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,170295,3,17029505,2,558,562,574,3,24,170295,3,17029509,2,604,577,596,3,27,170295,3,17029513,2,562,558,595,588,,
19277,1,1,10,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,209510,3,20951018,2,NA,NA,NA,NA,,
19278,1,1,2,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244745,2,24474514,1,564,562,574,629,,
19279,1,1,3,26,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,228606,3,22860613,1,622,678,664,622,,
19280,1,1,7,17,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,244801,2,24480113,2,572,564,581,586,,
19281,2,1,2,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,262937,2,26293713,2,602,607,610,2,25,262937,2,26293718,2,622,596,653,615,,
19282,1,1,7,8,1980,2,19,262937,2,26293702,2,470,494,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19283,2,1,12,7,1979,3,22,262937,2,26293701,2,437,506,578,3,23,262937,2,26293707,2,490,515,601,3,24,262937,2,26293709,2,584,596,617,3,26,262937,2,26293714,2,650,629,641,632,,
19284,2,1,7,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,130085,2,13008511,2,599,574,617,3,23,130085,2,13008515,2,NA,NA,NA,NA,,
19285,1,2,5,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244839,2,24483913,2,515,593,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19286,1,2,11,3,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,244799,2,24479916,1,595,610,630,610,,
19287,2,1,9,4,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,123056,3,12305604,2,469,502,559,2,23,123056,3,12305607,1,591,599,575,2,25,123056,3,12305610,1,590,591,606,615,,
19288,2,1,4,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,112038,4,11203810,1,595,588,611,582,,
19289,1,1,5,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,189382,2,18938212,2,591,596,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19290,1,1,11,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244745,2,24474509,1,627,611,613,3,26,244745,2,24474515,1,641,610,682,646,,
19291,1,2,4,7,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,244736,1,24473608,1,568,559,578,2,23,244736,1,24473612,1,600,599,625,632,,
19292,2,1,2,3,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,168211,3,16821109,2,NA,557,NA,1,16,168211,3,16821115,2,NA,NA,NA,1,17,168211,3,16821119,2,NA,659,694,603,,
19293,1,1,3,29,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,252885,3,25288513,1,NA,NA,NA,NA,,
19294,1,1,6,2,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,162184,3,16218410,1,650,596,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19295,1,2,3,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,244764,1,24476404,1,553,557,592,1,16,244764,1,24476406,1,604,552,562,1,14,244764,1,24476410,1,595,603,644,599,,
19296,2,2,2,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244839,2,24483914,2,515,518,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19297,1,2,3,14,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244723,1,24472312,1,533,540,559,3,16,244723,1,24472318,1,549,558,583,610,,
19298,2,2,2,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244755,1,24475516,1,NA,NA,NA,3,23,244755,1,24475524,1,622,594,630,588,,
19299,2,1,3,24,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244801,2,24480106,2,519,515,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19300,1,1,3,9,1980,2,24,208503,3,20850301,1,405,478,505,2,20,208503,3,20850306,1,548,532,536,2,23,208503,3,20850307,1,614,584,567,2,23,208503,3,20850310,1,595,614,638,617,,
19301,1,2,3,18,1980,3,25,244723,1,24472301,1,424,468,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19302,1,1,11,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,209510,3,20951018,2,NA,NA,NA,NA,,
19303,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,231616,3,23161609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19304,2,1,4,17,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,169229,2,16922912,1,524,520,611,3,24,169229,2,16922923,2,643,596,665,3,27,169229,2,16922931,1,665,636,668,660,,
19305,1,2,11,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,244746,1,24474609,1,526,520,523,3,25,244746,1,24474611,1,557,561,600,564,,
19306,1,2,8,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244831,2,24483109,1,552,603,575,3,21,244831,2,24483114,1,610,629,622,590,,
19307,1,1,9,13,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,216537,3,21653723,1,NA,NA,NA,NA,,
19308,1,2,1,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,244697,1,24469707,1,499,481,554,3,21,244697,1,24469715,1,577,577,559,3,29,244697,1,24469718,1,612,614,635,660,,
19309,1,1,4,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,128079,3,12807907,2,463,512,611,3,22,130085,2,13008511,1,566,579,613,3,23,130085,2,13008515,1,602,601,595,627,,
19310,1,1,9,24,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,176329,3,17632910,1,NA,NA,NA,3,23,176329,3,17632914,1,NA,NA,NA,NA,,
19311,2,2,3,10,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244723,1,24472314,1,497,486,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19312,1,2,7,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,244831,2,24483114,1,572,596,608,590,,
19313,2,2,4,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,244697,1,24469722,1,578,585,611,588,,
19314,1,2,5,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244755,1,24475515,1,509,579,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19315,1,1,9,17,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,176329,3,17632915,1,616,620,615,622,,
19316,2,1,3,28,1980,2,22,205491,2,20549103,2,414,520,549,2,18,205491,2,20549106,1,521,592,580,2,22,205491,2,20549108,2,593,582,593,2,20,205491,2,20549112,2,612,651,625,634,,
19317,1,1,7,26,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,252885,3,25288515,1,535,526,559,546,,
19318,1,2,9,22,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,205492,2,20549206,1,472,507,543,1,17,205492,2,20549211,1,532,554,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19319,1,2,3,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477619,NA,535,545,NA,3,21,244776,1,24477622,1,612,591,604,643,,
19320,1,1,3,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,169219,2,16921909,2,604,632,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19321,1,1,12,14,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,176329,3,17632915,1,572,577,568,606,,
19322,1,2,7,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,244776,1,24477624,1,567,634,602,601,,
19323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,230612,3,23061204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19324,1,2,4,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477617,1,579,593,567,3,24,244776,1,24477621,1,657,678,682,672,,
19325,2,1,4,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,231616,3,23161608,1,575,632,613,3,22,231616,3,23161612,2,610,636,668,637,,
19326,1,2,1,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244755,1,24475527,1,535,559,530,571,,
19327,1,1,6,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,228606,3,22860612,2,579,599,581,3,23,228606,3,22860616,2,614,631,644,619,,
19328,1,1,6,29,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,209510,3,20951022,2,NA,NA,NA,NA,,
19329,2,1,1,29,1980,1,14,168214,3,16821401,1,439,520,565,1,17,168214,3,16821404,1,579,653,606,1,15,168214,3,16821410,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19330,2,1,9,7,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,189378,3,18937810,1,489,504,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19331,1,2,5,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,205492,2,20549213,NA,567,585,576,603,,
19332,2,2,8,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,193422,3,19342212,1,585,606,627,593,,
19333,1,2,8,2,1980,2,20,252885,3,25288503,1,NA,NA,NA,2,27,252885,3,25288508,2,533,507,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19334,1,1,2,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,234628,3,23462811,2,497,526,580,1,14,234628,3,23462812,2,544,596,587,1,17,234628,3,23462817,NA,NA,NA,NA,NA,,
19335,2,2,2,3,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244697,1,24469716,1,520,483,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19336,2,2,8,28,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169231,1,16923115,2,583,546,602,632,,
19337,2,1,1,31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,205492,2,20549208,1,538,525,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19338,2,1,10,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,168211,3,16821111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19339,2,2,4,11,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,244774,1,24477420,1,NA,NA,NA,NA,,
19340,1,1,12,10,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,231616,3,23161607,1,637,611,610,2,21,231616,3,23161611,1,633,583,602,632,,
19341,1,2,3,14,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,244774,1,24477418,1,584,552,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19342,1,1,10,4,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,231616,3,23161604,1,527,526,634,3,22,231616,3,23161608,1,593,596,649,3,22,231616,3,23161612,2,647,622,625,663,,
19343,1,2,3,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,244708,1,24470822,1,592,593,613,610,,
19344,2,2,1,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244780,1,24478009,1,539,497,556,3,22,244780,1,24478011,1,564,549,602,601,,
19345,2,2,8,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244755,1,24475515,1,550,536,529,2,22,244755,1,24475522,1,585,580,615,660,,
19346,1,1,11,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,130085,2,13008510,2,614,563,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19347,2,2,9,11,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,244774,1,24477408,1,416,470,538,2,24,244774,1,24477412,1,521,515,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19348,1,1,7,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,262937,2,26293718,2,602,604,611,597,,
19349,1,2,8,15,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,244708,1,24470824,1,549,593,561,612,,
19350,1,2,6,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,244755,1,24475513,1,462,481,538,2,25,244755,1,24475516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19351,1,1,9,6,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,169219,2,16921904,2,521,584,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19352,1,1,9,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,244801,2,24480115,2,593,593,591,601,,
19353,1,NA,12,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,215533,3,21553325,1,NA,NA,NA,NA,,
19354,2,2,7,5,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169280,2,16928012,1,580,564,622,582,,
19355,1,NA,7,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244831,2,24483110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19356,1,2,5,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244723,1,24472317,1,550,545,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19357,2,1,10,3,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,261927,3,26192716,2,NA,NA,NA,NA,,
19358,1,2,12,14,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244799,2,24479910,1,NA,479,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19359,2,1,4,7,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,162184,3,16218408,2,553,526,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19360,1,2,1,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,169231,1,16923106,2,488,505,580,2,26,169231,1,16923111,2,564,540,581,2,25,169231,1,16923115,2,604,626,613,643,,
19361,1,2,1,11,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244708,1,24470820,1,599,583,625,593,,
19362,1,2,8,20,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,244736,1,24473608,1,509,574,564,2,21,244806,1,24480626,1,631,626,598,608,,
19363,2,2,2,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,205490,1,20549005,1,571,578,556,2,24,205490,1,20549007,1,547,584,578,2,22,205490,1,20549011,1,612,629,613,551,,
19364,2,2,2,7,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244708,1,24470823,1,567,594,606,597,,
19365,1,1,5,12,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,209510,3,20951023,2,NA,NA,NA,NA,,
19366,2,2,1,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,244796,1,24479611,1,NA,NA,NA,3,28,244796,1,24479613,1,NA,NA,NA,NA,,
19367,1,1,10,12,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,173312,3,17331209,NA,659,596,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19368,2,2,8,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,244697,1,24469712,1,532,535,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19369,2,2,11,5,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,244774,1,24477413,1,535,525,548,3,26,244736,1,24473610,1,549,535,568,561,,
19370,1,2,4,23,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,244727,2,24472707,1,497,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19371,1,2,8,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,244697,1,24469712,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19372,2,1,11,11,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,205491,2,20549106,1,533,526,577,2,22,205491,2,20549108,1,582,552,613,2,20,205491,2,20549112,1,654,634,653,663,,
19373,1,2,2,25,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,244708,1,24470819,1,560,636,620,584,,
19374,2,2,8,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,244723,1,24472312,1,545,561,532,1,13,244723,1,24472321,1,608,620,657,663,,
19375,2,1,1,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,166203,4,16620313,1,NA,NA,NA,NA,,
19376,2,2,9,4,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244774,1,24477416,1,517,574,559,3,19,244774,1,24477424,1,562,574,585,575,,
