X115,X041,X050,X103,X002,X007,X081,X068,X048,X045,X051,X018,X043,X099,X042,X080,X001,X027,X114,X117,X021,X037,X069,X058,X083,X026,X065,X022,X108,X053,X087,X077,X025,X085,X016,X095,X093,X006,X126,X005,X123,X116,X038,X094,X056,X084,X101,X029,X113,X012,X073,X109,X075,X032,X105,X090,X049,X028,X122,X054,X106,X036,X111,X082,X086,X047,X067,X004,X072,X064,X030,X104,X121,X071,X044,X061,X125,X078,X008,X110,X000,X009,X031,X020,X070,X059,X088,X118,X120,X092,X060,X119,X079,X107,X124,X063,X039,X040,X096,X019,X013,X015,X055,X062,X024,X003,X033,X112,X034,X017,X100,X046,X102,X052,X074,X023,X097,X010,X076,X057,X098,X014,X127,X011,X035,X091,X066,X089
0,1,1,0,2,2,1,2,0,1,1,0,1,0,0,2,1,2,1,2,1,2,1,1,1,0,2,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,2,0,2,1,0,0,1,1,2,0,1,0,2,2,2,1,1,0,0,1,1,2,1,2,2,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,2,0,0,1,2,0,2,0,1,1,1,0,2,1,1,1,1,1,2,0,1,0,1,0,0,1,2,0,2,0,1,1,0,2,1,2,1,0,1,0,0
0,1,1,0,1,0,2,1,1,1,2,1,1,0,1,1,0,2,0,1,0,2,2,1,0,0,0,1,1,1,1,2,0,0,0,1,0,1,2,0,0,1,2,0,2,0,1,0,0,0,1,1,1,1,1,2,0,2,0,1,0,1,2,2,1,2,2,0,0,0,1,0,1,2,1,1,2,0,0,1,1,1,1,0,0,1,1,2,0,0,0,0,0,2,0,1,1,2,0,2,0,0,1,0,0,0,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,2,1,1,2,0
0,0,1,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,2,0,0,2,1,0,1,1,1,0,0,1,2,2,1,1,0,0,0,0,2,1,0,1,1,1,1,0,0,1,1,2,0,2,1,1,2,2,2,1,1,0,1,2,0,0,0,2,0,1,1,0,0,1,2,1,0,1,1,1,1,2,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1,2,0,0,2,0,1,1,0,2,2,2,1,0,1,0,1,0,0,1,1,0,1,1,0,2,0,2,2,1,0,0,0
1,0,1,0,1,2,1,2,0,0,0,1,1,0,2,2,0,1,1,0,0,2,0,1,0,0,1,1,1,1,1,1,2,1,0,0,1,0,2,2,0,1,2,1,2,0,0,0,0,0,1,0,0,1,1,2,2,1,2,2,1,1,1,1,1,2,0,1,1,2,1,0,0,2,1,1,0,1,1,0,2,1,0,1,2,1,0,2,0,0,0,1,1,2,1,0,0,2,1,1,0,0,1,0,0,2,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,2,0,0,0,0
0,0,1,1,0,1,1,2,0,2,2,0,0,1,1,1,0,2,0,2,0,2,1,0,1,2,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,2,2,2,1,1,1,1,1,2,1,1,2,0,0,1,1,1,0,2,1,1,2,1,1,1,1,0,0,0,0,2,1,2,0,0,0,1,0,1,0,1,0,2,1,2,1,0,1,0,1,2,2,2,1,1,0,1,0,0,0,2,0,1,1,1,2,0,1,2,2,1,0,0
0,0,0,1,2,2,1,2,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,0,1,1,2,0,1,1,2,1,0,1,0,1,1,1,0,0,0,1,2,0,1,1,1,1,1,0,2,1,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,2,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,1,2,1,1,2,0,0,0,0,2,2,0,1,1,1,1,1,1,1,0,2,0,1,0,1,2,1,1,1,0,0,2,1
0,1,0,1,2,2,1,1,0,2,2,0,0,0,2,1,1,1,1,2,0,1,1,1,0,2,2,0,0,1,2,2,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,2,0,2,1,1,1,0,1,1,0,0,0,1,2,0,2,1,2,1,0,1,0,0,2,1,1,0,0,0,1,1,0,0,0,1,1,1,2,1,1,0,0,0,2,1,1,1,0,1,2,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,2,2,0,1,2,1
0,0,1,0,2,2,2,2,1,1,2,1,0,0,0,1,1,0,1,0,1,1,2,0,1,2,1,0,1,1,2,2,2,1,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,1,0,1,2,2,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,1,2,1,1,1,1,2,1,1,2,1,1,1,0,1,0,2,1,0,1,0,0,2,0,1,1,1,1,0,0,1,0,2,1,1,0,2,1
0,1,1,0,2,1,1,0,1,1,0,1,1,0,2,2,0,0,1,0,1,2,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,2,2,0,0,2,1,0,0,1,0,0,1,0,2,0,1,1,2,1,1,1,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,2,1,2,0,0,0,0,1,2,1,0,0,1,0,1,2,0,0,2,0,1,1,0,2,1,0,2,2,0,2,0
1,0,0,0,1,1,2,2,1,1,2,1,0,1,0,1,1,0,1,1,1,0,1,0,1,2,2,1,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,2,1,1,1,1,1,0,1,2,0,1,1,0,0,0,1,0,2,0,1,1,2,1,0,0,1,2,1,1,1,2,0,0,0,1,2,0,2,1,1,0,2,1,0,0,0,2,1,0,2,1,1,0,0,2,2,1,1,0,1,1,1,2,1,1,2,1,1,0,0,1,1,0,2,1,1,1,1
0,1,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,2,2,0,0,0,2,0,1,1,2,0,1,1,2,2,2,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,1,2,0,1,1,2,1,1,1,2,1,1,0,2,0,1,1,0,2,0,0,0,2,1,1,0,2,1,1,0,2,0,1,0,1,0,1,1,0,0,0,2,1,1,0,0,1,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,2,1,2,0,0,0
0,0,0,1,0,2,1,1,1,0,1,0,1,1,2,1,1,1,2,2,0,1,1,0,0,2,1,1,1,1,2,2,0,0,1,0,1,1,2,2,0,1,2,0,1,1,1,0,1,0,0,0,1,1,2,2,0,2,2,1,1,1,1,0,1,1,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,1,0,0,1,2,0,2,1,0,1,0,1,0,0,1,2,1,0,2,1,1,0,1,0,2,1,0,0,1,1,1,1,2,0,1,0,1,0,0,1,0,1,2,0,1,2,1
0,2,1,1,0,0,2,2,1,1,2,0,1,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,2,1,2,1,0,1,0,0,2,1,1,1,1,2,2,2,0,1,1,1,0,2,0,1,2,0,0,1,1,2,1,0,0,0,2,0,1,1,2,0,0,0,1,2,0,2,0,1,1,2,0,0,1,1,1,0,1,2,0,0,1,0,1,0,2,0,0,1,1,0,0,1,1,2,0,1,0,0,2,1,2,2,1,0,0,0
0,0,1,0,2,2,2,2,1,1,1,0,1,1,1,2,0,2,2,0,0,2,0,1,1,2,0,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,2,1,2,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,2,0,2,1,1,1,0,1,0,0,1,1,1,1,0,2,2,0,1,0,1,0,1,1,1,1,0,1,1,1,2,1,0,0,0,0,2,2,2,1,1,0,0,2,2,1,1,0,0,1,1,0,0,2,2,1,1,2,0
1,1,1,1,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,0,2,1,0,0,1,2,2,1,0,0,0,0,0,2,2,1,1,2,1,1,1,1,0,0,0,1,0,1,1,2,2,0,2,0,0,1,1,1,1,1,2,2,0,1,1,0,0,0,2,0,0,2,1,0,0,2,1,1,0,2,1,0,0,1,1,1,0,1,2,0,1,2,0,1,2,0,1,1,1,1,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,2,1,2,0,0,0,0,0
1,1,0,1,2,2,2,2,1,1,1,0,1,0,1,2,1,2,1,2,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,2,0,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,2,1,1,1,2,0,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,0,0,1,0,1,0,0,0,0,1,1,0,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0
0,1,0,0,2,2,1,1,1,0,2,1,0,0,2,2,1,2,2,0,1,0,0,0,0,0,2,0,0,1,2,1,0,0,1,1,1,1,0,2,0,0,2,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,2,1,1,2,2,1,2,1,1,0,2,1,0,1,1,0,1,2,0,1,0,2,0,1,1,1,1,1,2,1,0,1,1,1,2,1,2,0,1,1,1,1,2,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,0,2,0,0,0,0
0,0,1,1,0,1,1,2,1,2,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,2,0,1,2,2,0,1,2,0,0,2,0,1,2,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,2,1,2,1,0,1,1,1,0,0,0,0,1,0,2,1,0,1,1,0,0,2,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,2,1
0,1,1,0,2,2,1,1,1,1,0,0,0,0,1,2,0,2,2,0,1,0,1,1,0,1,2,0,1,0,1,0,1,1,0,0,1,1,1,2,1,1,0,0,0,0,1,1,1,0,1,1,2,1,2,2,0,1,1,0,1,0,2,0,0,1,2,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,2,1,0,0,0,1,2,0,0,1,1,1,1,1,2,0,0,1,0,1,2,1,2,0,1,0,0,1,2,1,0,0,1,1,1,1,0,2,2,1,1,0,0
1,1,0,1,2,1,1,2,1,2,2,0,1,1,1,2,1,0,1,1,0,0,2,0,1,2,2,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,2,1,2,2,1,1,1,1,0,1,1,0,2,1,2,0,2,1,2,0,1,1,1,1,0,1,1,1,0,0,2,0,1,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,2,0,0,0,1,0,1,2,1,1,2,1,1,1,1,1,0,0,2,1,0,2,1
1,2,1,0,1,2,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,2,2,0,1,0,2,0,0,0,1,1,1,1,2,0,0,1,2,0,0,1,1,2,0,1,0,0,2,0,0,2,0,1,2,0,0,1,1,0,1,0,2,2,0,2,1,0,1,0,1,0,0,1,0,1,2,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,2,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,2,0,1,0,2,0
0,2,0,0,2,1,2,1,1,2,2,1,0,0,2,1,1,2,0,0,0,2,0,0,0,0,2,0,1,0,2,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,1,2,1,1,2,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,2,1,0,1,1,1,2,1,1,1,1,2,2,0,2,1,0,1,0,1,0,2,2,0,1,0,0,1,0,1,2,1,1,0,1,1,0,2,1,1,1,1,1
0,2,0,1,1,1,1,1,0,2,0,0,1,1,1,2,1,0,0,0,0,0,2,0,0,2,2,1,0,1,0,0,2,0,1,0,1,1,1,0,0,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,0,2,1,1,2,0,0,0,2,2,0,2,1,1,0,2,1,0,0,0,0,1,1,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,2,0,1,2,1,1,1,0,0,0,2,2,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,2,0
0,0,1,1,0,2,1,0,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,2,0,1,0,0,1,0,0,0,1,0,2,1,2,0,2,2,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,2,1,0,1,0,2,1,0,1,1,0,1,0,1,1,1,2,0,1,1,2,1,0,0,1,2,1,1,1,1,0,0,1,1,0,2,2,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,2,1,1,2,1
1,1,0,0,0,1,1,1,0,2,0,0,0,1,1,2,1,2,0,0,0,2,1,0,0,2,2,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,2,1,1,2,0,2,0,0,0,1,0,1,0,0,0,2,1,0,2,2,2,1,2,1,0,0,1,0,1,1,1,1,1,2,0,1,0,1,1,0,2,1,1,0,0,1,0,0,0,2,1,1,2,1,0,0,1,0,2,2,1,0,1,1,0,0,0,1,2,1,1,0,1,1,1,1,2,1,0,1,0
0,1,1,0,2,0,1,1,0,2,2,0,1,1,2,2,1,0,2,1,0,0,2,1,0,1,2,0,0,1,1,0,0,1,1,1,1,0,2,0,0,0,2,1,2,0,1,0,1,0,1,1,1,0,0,2,1,2,2,2,1,1,0,0,1,1,0,2,0,2,0,0,0,2,0,1,0,1,1,1,2,0,0,0,2,2,0,0,1,1,0,2,0,0,0,1,2,0,0,2,1,1,0,1,1,2,1,2,0,1,0,1,1,1,0,1,0,1,0,1,1,1,2,2,2,1,1,0
0,1,0,1,0,1,0,1,1,1,2,0,0,1,0,0,1,0,2,1,0,1,2,1,0,2,1,0,0,1,1,2,1,0,0,0,1,0,2,2,0,0,2,1,2,0,1,0,1,0,2,1,1,1,0,1,1,0,2,1,1,0,1,1,1,1,2,2,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,2,0,2,0,1,0,2,1,0,0,0,1,1,0,2,0,0,0,0,1,2,1,2,0,1,0,1,0,1,0,2,0,1,0,1,2,1,2,1,1,1,1,0
0,1,0,0,0,0,1,2,0,0,2,0,1,1,2,2,1,1,1,2,1,2,1,0,1,1,1,1,1,0,0,2,2,1,0,1,1,0,0,0,1,0,2,0,0,1,0,2,1,0,2,0,1,0,1,1,2,0,0,1,1,0,1,0,0,2,2,2,1,1,1,2,0,0,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,1,2,0,0,1,0,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,2,0,2,0,1,0,0,2,0,2,2,2,0,1,0
0,2,0,0,2,1,1,0,1,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2,1,1,0,1,0,2,1,1,0,2,1,0,1,0,2,0,0,1,1,0,1,2,1,2,1,2,0,0,0,0,2,0,0,0,2,0,0,1,1,1,0,1,1,2,1,1,0,2,1,0,1,2,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,2,2,0,1,1,1,0,1,0,1,0,1,1,1,0,0,2,1,1,0,0,1,0
1,2,0,0,2,2,2,2,0,2,2,0,0,1,2,1,1,1,2,1,1,0,0,0,0,1,0,1,1,1,2,1,1,0,0,0,1,0,1,1,1,0,2,1,1,1,1,2,0,1,1,0,0,1,0,2,2,0,1,1,0,1,0,2,1,0,2,0,1,1,1,1,0,2,0,1,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,0,2,1,1,0,0,1,1,0,1,1,0,0,1
0,0,0,1,2,0,2,0,1,2,2,0,0,1,2,1,0,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2,1,1,1,1,0,1,0,1,0,0,1,1,2,0,0,0,2,2,1,2,1,1,1,2,1,0,1,1,1,2,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,2,2,1,1,0,1
1,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,2,0,2,0,1,2,0,0,2,0,1,1,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,2,1,1,1,0,1,1,0,2,0,1,2,2,1,0,1,0,1,1,0,0,1,2,2,1,1,0,0,1,1,1,0,2,1,0,1,1,0,0,0,2,1,0,1,0,0,1,0,1,0,0,1,2,2,0,2,0,1,1,0,1,2,2,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,2,0
0,0,0,1,2,1,1,1,1,1,0,1,1,1,2,0,1,1,1,0,0,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,2,2,2,2,1,1,1,1,0,0,1,2,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,2,0,1,0,1,1,1,1,2,1,0,2,0,0,0,1,2,0,0,0,1,1,1,1,1,2,0,1,0,1,0,1,1,1,1,0,0,1,2,0
1,1,1,1,2,1,0,2,1,1,0,0,1,0,1,2,0,2,0,1,1,2,2,0,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,2,1,1,0,0,2,0,1,1,0,0,2,1,0,0,2,2,0,0,2,0,0,0,1,1,1,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,1,0,2,0,1,2,1,0,0,0,1,0,1,1,1,2,0,1,1,0,0,0,0,2,0,2,1,1,1,0,1,1,1,2,0,1,0,0,2,0,1,0,2,0,2,1
1,2,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,1,1,1,0,2,1,0,1,0,1,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,2,2,0,2,0,1,1,1,0,1,0,2,2,1,2,0,0,1,2,1,1,1,0,1,1,0,0,0,0,2,2,1,2,0,0,0,2,1,0,1,1,1,0,0,2,1,0,0,0,2,2,0,1,1,1,0,0,0,1,0,2,0,1,0,1,2,1,2,2,0,0,2,1
0,1,0,0,0,2,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,2,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,2,2,1,1,1,0,0,2,0,0,1,2,0,2,0,2,1,1,2,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,2,1,0,1,1,1,2,0,1,1,0,1,2,0,0,1,1,1,1,0,0,1,2,1,1,0,1,1,2,2,2,1,1,2,1
1,0,1,1,1,2,1,0,1,1,1,0,1,1,0,2,0,1,0,0,1,0,0,1,1,2,0,0,1,1,1,1,0,1,0,0,1,0,2,0,1,1,2,1,0,0,1,2,1,0,0,0,1,0,0,2,0,2,0,0,1,1,1,1,0,0,1,0,0,1,0,2,0,0,0,1,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,2,2,1,2,0,0,0,0,0,0,2,0,1,1,1,0,1,1,0,0,1,1,1,0,2,1,2,0,1,1,0,1
1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,1,0,2,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,2,1,2,0,0,2,1,0,2,0,0,0,0,2,1,2,1,2,1,0,1,2,0,2,2,0,0,0,1,1,0,1,0,1,2,1,0,1,1,0,0,0,2,2,1,0,0,1,1,2,1,0,0,0,1,2,1,1,1,0,1,1,2,2,1,2,0,1,1,0,0,2,1,2,0,1,0,0,2,1,2,1,0,1,1,0
1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,1,2,1,0,1,1,0,1,1,1,0,1,1,0,1,2,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,2,2,2,1,2,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,0,1,2,0,0,1,1,0,0,1,2,0,2,0,1,0,0,2,1,0,1,2,0,1,0
1,0,0,0,2,1,2,1,1,1,0,0,0,1,2,2,1,2,2,0,0,2,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,1,2,0,0,1,0,0,1,1,0,2,1,1,0,1,0,1,0,1,1,1,2,1,1,1,2,1,0,1,1,2,0,1,1,1,1,0,0,0,0,1,2,0,0,1,0,1,0,1,1,2,0,0,2,0,0,0,0,1,2,2,0,0,1,0,1,2,2,0,1,0,1,0,1,2,1,1,2,1,0,1,0
0,0,1,1,1,1,0,2,0,0,1,1,1,0,1,0,0,0,2,1,0,0,2,0,0,1,2,1,1,1,0,1,2,1,0,0,1,0,2,2,1,0,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,1,2,1,0,1,2,2,0,1,0,2,0,2,0,2,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,2,0,0,1,1,0,0,0,2,1,0,2,1,0,0,0,2,2,0,1,1,1,0,1,0,0,0,2,0,1,0,1,2,1,1,1,2,0,2,1
0,1,1,1,1,2,0,1,1,1,0,0,1,1,0,2,0,0,2,1,1,1,0,1,1,2,2,0,0,1,0,0,2,0,1,0,1,1,2,2,0,1,0,0,1,1,0,1,0,0,2,1,2,0,1,2,0,0,2,0,0,0,0,1,0,2,1,2,0,2,1,1,1,0,0,1,0,1,0,1,2,0,0,0,1,2,0,1,2,0,1,0,1,0,1,1,1,2,1,2,1,1,0,0,1,2,0,0,1,1,1,0,0,2,1,0,1,1,1,1,0,1,1,2,2,0,2,1
0,0,0,1,2,1,0,1,0,2,1,0,1,0,0,1,0,0,1,2,0,0,2,1,1,2,2,1,0,1,2,1,1,0,0,1,1,0,2,0,0,1,2,1,2,1,0,2,1,0,2,0,1,0,0,2,0,2,1,1,1,1,1,0,0,1,2,2,1,1,0,2,1,0,1,1,2,1,1,1,1,0,0,0,2,2,1,1,0,0,1,0,1,1,0,1,1,1,0,2,0,0,1,0,1,0,2,2,1,1,1,1,1,2,1,1,1,1,1,0,1,0,2,0,1,0,0,0
0,0,0,1,0,1,1,2,1,1,1,0,1,0,0,1,1,2,2,1,0,2,2,1,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,2,1,2,0,1,2,1,0,2,1,1,1,2,1,2,1,0,1,1,1,0,1,1,1,2,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,1,0,0,1,1,0,1,1,1,2,1,2,1,0,1,0,2,2,2,0,1,1,1,0,2,1,1,2,0,1,0,1,2,1,2,2,1,1,2,1
0,1,1,0,2,1,1,1,1,1,2,0,1,1,1,1,0,2,2,0,0,0,2,1,0,1,1,1,1,0,2,2,2,1,1,1,1,0,0,0,1,1,1,0,2,0,0,0,0,1,0,1,1,1,0,0,2,0,2,1,1,1,1,0,1,1,2,0,0,2,0,1,0,0,1,0,2,1,1,0,1,0,1,1,0,2,1,2,0,0,1,2,0,0,0,1,0,0,1,1,1,2,1,1,2,2,0,1,0,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,0,0,1
0,0,1,0,1,2,1,2,1,1,1,0,0,0,1,1,1,1,2,1,1,0,2,1,1,2,2,1,0,0,1,0,1,0,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,2,1,1,1,2,0,1,2,0,2,0,2,0,0,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,0,2,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,2,2,1,1,0,1,0,0,0,1,1,2,1,1,1,0,0,2,0,2,2,1,2,0
0,2,0,1,1,2,0,2,0,2,1,0,1,1,2,2,0,2,1,1,1,2,1,1,0,0,2,0,1,1,2,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,2,0,0,1,1,1,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,0,1,1,2,1,0,2,1,0,0,1,1,2,1,2,0,1,0,0,0,2,1,2,0,1,1,0,2,0,1,2,1,1,0,1
0,0,1,1,2,2,2,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,1,2,0,1,0,1,2,1,1,1,2,2,2,0,1,1,1,0,0,2,2,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,2,2,1,2,1,0,0,2,1,1,1,0,1,1,1,2,0,0,1,0,1,2,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,2,2,1,0,1,1
0,0,1,0,1,2,2,1,0,2,2,0,1,0,2,2,0,2,1,1,0,0,0,1,0,2,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,2,2,2,0,1,0,1,0,1,1,1,2,0,0,1,2,1,0,0,1,2,0,0,0,1,0,0,0,2,2,1,2,1,0,0,2,0,0,1,1,2,0,0,2,1,0,0,1,1,2,1,0,0,1,0,1,0,1,1,2,1,1,0,1,1,1,1,2,0,0,2,1
1,0,0,0,2,1,2,1,1,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,2,1,0,0,0,1,1,1,0,0,2,0,0,1,1,1,0,1,2,1,0,0,1,1,2,0,2,1,1,0,2,1,0,1,2,0,1,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,2,0,0,1,2,1,1,1,1,0,1,1,1,0,0,1,1,0,2,1,2,0,1,1,1,2,2,1,0,0,1,0,0,1,2,0,2,1,0,0,0
0,1,1,0,2,0,1,1,1,1,1,0,0,1,1,1,0,2,2,2,1,0,0,1,1,2,1,0,0,0,1,0,0,1,0,1,1,0,2,0,1,0,2,1,1,1,0,2,0,0,1,1,0,1,1,2,1,0,2,0,1,0,1,0,0,1,2,2,0,1,1,1,1,0,1,1,1,0,1,0,2,1,0,0,2,2,1,2,0,0,0,1,1,0,1,1,2,0,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,2,1,1,0,1,1,1,2,0,1,0,1,1
0,0,0,1,2,2,2,1,1,2,2,0,1,0,1,2,0,1,0,2,0,0,2,0,0,2,1,0,1,0,1,1,1,0,0,0,1,1,2,1,0,1,2,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,2,0,2,0,2,0,1,2,1,1,1,2,1,1,0,1,2,0,2,0,0,1,1,1,0,1,1,2,0,1,2,1,0,1,0,1,2,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,2,1,0,0,1
0,2,0,1,2,1,0,1,0,2,2,0,0,1,2,1,0,2,0,2,1,0,0,0,0,1,2,0,0,1,0,1,2,0,1,1,1,0,1,2,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,2,2,0,1,0,1,1,2,0,1,2,0,0,2,1,1,0,0,0,1,2,0,1,1,2,0,0,0,0,2,1,1,1,0,0,2,0,1,0,1,0,0,0,2,1,1,1,0,1,0,0,2,1,1,0,1,1,1,1,0,1,1,0,0,2,0,2,0,2,1,1,0
