age,workclass,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,native-country,income
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,55, United-States,1
"(46.0, 51.0]", Private,"(9.0, 10.0]", Divorced, Exec-managerial,0,0,30, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,4416,0,53, United-States,0
"(57.0, 90.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,65, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,40, Outlying-US(Guam-USVI-etc),1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,50, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,37, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,15024,0,40, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,46, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Protective-serv,0,1902,50, United-States,1
"(42.0, 46.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-spouse-absent, Exec-managerial,0,0,80, France,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Other-service,1409,0,20, Canada,0
"(23.0, 27.0]", Local-gov,"(0.999, 9.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,2415,55, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Machine-op-inspct,0,0,48, United-States,0
"(31.0, 35.0]", State-gov,"(0.999, 9.0]", Divorced, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Federal-gov,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(51.0, 57.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(27.0, 31.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,80, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,4064,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,22, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Transport-moving,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,30, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,60, United-States,1
"(16.999, 23.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,20, England,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Separated, Exec-managerial,0,0,50, United-States,0
"(35.0, 38.0]", Self-emp-inc,"(0.999, 9.0]", Never-married, Exec-managerial,0,0,41, United-States,0
"(46.0, 51.0]", State-gov,"(9.0, 10.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,30, United-States,1
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,50, Mexico,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,20, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Tech-support,0,1902,40, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Divorced, Sales,0,0,30, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(27.0, 31.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,1977,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,20, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(13.0, 16.0]", Divorced, Sales,0,0,54, South,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,8, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Divorced, Farming-fishing,0,0,60, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,50, United-States,0
"(57.0, 90.0]", Federal-gov,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,1
"(38.0, 42.0]", Private,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,50, United-States,0
"(57.0, 90.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,44, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,0
"(42.0, 46.0]", Federal-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,15024,0,40, Philippines,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Farming-fishing,0,0,8, United-States,0
"(42.0, 46.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(51.0, 57.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,80, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, Mexico,0
"(46.0, 51.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,30, United-States,0
"(35.0, 38.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Craft-repair,0,0,50, Poland,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Other-service,0,0,40, South,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,5178,0,50, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,36, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Divorced, Other-service,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,30, United-States,0
"(46.0, 51.0]", Local-gov,"(0.999, 9.0]", Never-married, Craft-repair,0,0,50, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Divorced, Sales,27828,0,40, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Divorced, Exec-managerial,0,2559,55, United-States,1
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Other-service,0,0,20, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,4386,0,40, United-States,1
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(57.0, 90.0]", Without-pay,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,60, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,60, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,40, Haiti,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,37, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,1977,52, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,38, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,40, Mexico,0
"(57.0, 90.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,44, United-States,0
"(38.0, 42.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Widowed, Prof-specialty,0,0,35, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,52, Dominican-Republic,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,44, United-States,0
"(51.0, 57.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,45, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Tech-support,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,48, United-States,0
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,1672,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, Jamaica,0
"(46.0, 51.0]", State-gov,"(13.0, 16.0]", Divorced, Exec-managerial,0,0,50, United-States,1
"(38.0, 42.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,84, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,70, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,1455,0,3, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Local-gov,"(10.0, 13.0]", Divorced, Prof-specialty,0,0,48, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(51.0, 57.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,7688,0,40, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,3464,0,34, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,3103,0,40, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,60, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,48, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(9.0, 10.0]", Divorced, Transport-moving,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,50, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,2174,0,40, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, South,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,35, Philippines,0
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,55, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Separated, Craft-repair,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,1
"(46.0, 51.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,99999,0,60, United-States,1
"(51.0, 57.0]", Self-emp-not-inc,"(10.0, 13.0]", Divorced, Sales,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,35, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,15024,0,40, Italy,1
"(46.0, 51.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,60, United-States,1
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Tech-support,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,40, United-States,1
"(46.0, 51.0]", Private,"(9.0, 10.0]", Separated, Other-service,0,0,21, United-States,0
"(57.0, 90.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,60, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,1902,55, United-States,1
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,48, United-States,0
"(27.0, 31.0]", Federal-gov,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,44, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,45, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,30, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,20, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(16.999, 23.0]", Self-emp-inc,"(0.999, 9.0]", Never-married, Other-service,0,0,16, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,48, United-States,1
"(42.0, 46.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,45, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Divorced, Handlers-cleaners,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,28, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,80, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Sales,0,0,45, United-States,1
"(57.0, 90.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Machine-op-inspct,0,0,28, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(23.0, 27.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,25, United-States,0
"(42.0, 46.0]", State-gov,"(9.0, 10.0]", Separated, Craft-repair,0,0,37, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Never-married, Exec-managerial,4787,0,60, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Adm-clerical,0,0,60, India,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Divorced, Machine-op-inspct,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Never-married, Adm-clerical,0,0,48, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,20, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,2002,38, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(31.0, 35.0]", Federal-gov,"(9.0, 10.0]", Divorced, Exec-managerial,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,50, United-States,0
"(46.0, 51.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Tech-support,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,30, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,1485,50, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Divorced, Farming-fishing,0,0,1, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,70, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Farming-fishing,0,0,40, United-States,0
"(27.0, 31.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,48, United-States,0
"(51.0, 57.0]", Federal-gov,"(0.999, 9.0]", Divorced, Prof-specialty,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,20, United-States,0
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(57.0, 90.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,20, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Transport-moving,0,0,40, Cambodia,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,42, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,1848,50, United-States,1
"(35.0, 38.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(57.0, 90.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,45, Canada,1
"(51.0, 57.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,36, Mexico,0
"(27.0, 31.0]", State-gov,"(13.0, 16.0]", Married-civ-spouse, Tech-support,0,0,50, Germany,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,2635,0,35, Mexico,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(46.0, 51.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,55, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(35.0, 38.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,60, United-States,1
"(35.0, 38.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Divorced, Craft-repair,0,1590,60, United-States,0
"(46.0, 51.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,38, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(16.999, 23.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Divorced, Sales,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,7688,0,60, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(9.0, 10.0]", Never-married, Farming-fishing,0,0,35, United-States,0
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,20, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Divorced, Transport-moving,0,1741,70, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,1887,50, United-States,1
"(16.999, 23.0]", Federal-gov,"(10.0, 13.0]", Never-married, Adm-clerical,0,0,20, United-States,0
"(51.0, 57.0]", Private,"(9.0, 10.0]", Divorced, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Divorced, Machine-op-inspct,0,2258,50, Dominican-Republic,0
"(27.0, 31.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Separated, Craft-repair,0,1669,50, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,1
"(51.0, 57.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,25, United-States,0
